"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","geneSymbol"
"ENSG00000230119",0,NA,NA,NA,NA,NA,""
"ENSG00000230122",0,NA,NA,NA,NA,NA,"ECEL1P3"
"ENSG00000230123",0,NA,NA,NA,NA,NA,"DLEC1P1"
"ENSG00000230124",1163.70035427562,-0.0914861658643326,0.094989887128371,-0.96311479705936,0.335489916806931,0.510415396616491,"ACBD6"
"ENSG00000230125",0.797513004573693,1.72983367906394,3.77632694472612,0.458073070574507,0.646899945336836,NA,"EEF1A1P39"
"ENSG00000230130",0,NA,NA,NA,NA,NA,"MTND2P39"
"ENSG00000230132",0.160996252321322,0.818088433364298,4.0804728567969,0.200488635036892,0.841098445487397,NA,""
"ENSG00000230137",0,NA,NA,NA,NA,NA,"SLC39A1P1"
"ENSG00000230141",0,NA,NA,NA,NA,NA,"HLA-DOA"
"ENSG00000230143",57.2153791780173,1.12550353172677,1.50834158938417,0.746186102437372,0.455555002161712,0.628735399778314,"FLOT1"
"ENSG00000230146",0.160049604227933,0.818088433364297,4.0804728567969,0.200488635036892,0.841098445487397,NA,"SEPHS1P4"
"ENSG00000230147",1.16866477752036,-1.43466824026158,2.61386565373767,-0.548868392761538,0.58309577049191,NA,""
"ENSG00000230154",0.160996252321322,0.818088433364298,4.0804728567969,0.200488635036892,0.841098445487397,NA,"AIDAP1"
"ENSG00000230158",0,NA,NA,NA,NA,NA,"MTND1P28"
"ENSG00000230160",0,NA,NA,NA,NA,NA,""
"ENSG00000230161",0,NA,NA,NA,NA,NA,""
"ENSG00000230162",1.48631988755993,0.150925895898159,2.31133963312241,0.0652980175372461,0.94793672075378,NA,"CT45A11P"
"ENSG00000230165",0,NA,NA,NA,NA,NA,"AURKAP2"
"ENSG00000230166",0,NA,NA,NA,NA,NA,"RPL35AP24"
"ENSG00000230169",0,NA,NA,NA,NA,NA,"RPL30P16"
"ENSG00000230170",0.176119383154083,-1.10546491827819,4.0804728567969,-0.270915885750055,0.78645572671682,NA,"HNRNPA1P28"
"ENSG00000230171",0,NA,NA,NA,NA,NA,"RPL22P18"
"ENSG00000230175",0,NA,NA,NA,NA,NA,""
"ENSG00000230180",0.16903338623383,-1.10546491827819,4.0804728567969,-0.270915885750055,0.78645572671682,NA,"RPL12P49"
"ENSG00000230182",0,NA,NA,NA,NA,NA,"RNF10P1"
"ENSG00000230183",0,NA,NA,NA,NA,NA,"CNOT6LP1"
"ENSG00000230187",0,NA,NA,NA,NA,NA,""
"ENSG00000230188",0,NA,NA,NA,NA,NA,"RPL21P83"
"ENSG00000230189",4.19561368173211,-0.747607253886828,1.24826215493363,-0.598918465109261,0.549227257346348,0.710493133385363,"RABGEF1P2"
"ENSG00000230191",0,NA,NA,NA,NA,NA,"IFITM3P4"
"ENSG00000230192",1.20210416409592,-3.78266717242952,2.74749365750011,-1.37677011996137,0.168583331679216,NA,""
