"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ARHGAP11B.2",16.55862588011,-21.669652366913,3.90958351259229,-5.54270098007057,NA,NA
"DERPC",1011.399255433,0.238890861094972,0.101768553219632,2.34739370401983,0.0189052665928809,0.0502738781010564
".5490",0.160932332548156,0.817476493946864,4.0804728567969,0.200338667266266,0.841215723376499,NA
".5491",0.160932332548156,0.817476493946864,4.0804728567969,0.200338667266266,0.841215723376499,NA
"BMS1P23",18.4813904310099,0.415461431822582,0.663520156376937,0.626147416668023,0.531218253496082,0.690159030069201
".5492",2.10961620292072,-4.59122817232882,2.22112625902972,-2.06707212328148,0.0387273584175664,0.0923769441081338
".5493",0,NA,NA,NA,NA,NA
"FAM246B",0,NA,NA,NA,NA,NA
".5494",0,NA,NA,NA,NA,NA
".5495",182.232127638118,-0.188145795938019,0.213920501333576,-0.879512691701455,0.379123354676804,0.549714789080507
".5496",30.8106394779771,-0.59576935341721,0.467733045623789,-1.27373799861129,0.202756284934047,0.348030523957874
".5497",24.6319776225801,0.00155808711440672,0.978515972249932,0.00159229604686387,0.998729532104839,0.999127477615126
".5498",0,NA,NA,NA,NA,NA
".5499",0,NA,NA,NA,NA,NA
"NOTCH2NLC",1312.08300504589,0.153190901142016,0.113895167963477,1.3450166840365,0.17861984676785,0.316551760305028
".5500",0,NA,NA,NA,NA,NA
".5501",2.37952893132886,-0.130039074390464,1.63073701879259,-0.0797425169674178,0.936442043452478,0.964032855768351
".5502",3.49305941310577,0.0165757253579747,1.32940632229462,0.0124685170214658,0.990051820536957,0.994238086162906
".5503",93.1780156371404,-0.0193141742454073,0.323328924787485,-0.0597353739944607,0.952366397654765,0.972395250030936
".5504",32.4581430105359,1.97280845879259,2.63911638958599,0.747526129039753,0.454746036613315,0.622103338793416
"ARMCX5-GPRASP2",15.6231940688474,-0.534410841087708,0.804827348069954,-0.664006811360562,0.506685951616992,0.668805296998995
".5505",22.8972887260324,-0.923907708294896,0.627877393343023,-1.47147790012905,0.141161919867356,0.262447978596084
".5506",0,NA,NA,NA,NA,NA
"OR4F8BP",0,NA,NA,NA,NA,NA
".5507",23.9755395968941,-0.24071396429699,0.566474606845244,-0.424933371042969,0.670885246854261,0.800627768636462
".5508",13.3257053808352,0.479371363546023,0.73074696382471,0.656001854646109,0.511822930906098,0.673468512492315
".5509",0,NA,NA,NA,NA,NA
".5510",9.82281691713314,0.353439588414462,0.885526657540057,0.399129247442755,0.689797972734549,0.814293348388615
"H3C2",13430.0288558913,-0.164642350236998,0.0778845710063764,-2.11392767668346,0.0345214449429584,0.084125678712215
".5511",228.866648501752,-0.107236194343797,0.179663246699891,-0.596873296645497,0.55059197690728,0.706876903295771
