"gene","padj_MLH1","log2FoldChange_MLH1","padj_MSH2","log2FoldChange_MSH2","Result_KOvsWT"
"ACIN1",3.99128948058973e-05,0.368519152590586,0.918668948607265,-0.0268266614268376,"DE (up) in MLH1"
"CCNB1IP1",0.0330127959282335,0.266002844588687,0.962977173726076,-0.0179590699544738,"DE (up) in MLH1"
"TRIP11",0.340312874043135,-0.133787931582545,0.131415465723868,-0.318399018848953,"Not DE"
"APEX1",3.26206367808159e-08,0.428341545000184,0.711552118678215,0.0726370514636697,"DE (up) in MLH1"
"PABPN1",0.00453634799609184,0.232709539624301,0.834933005629698,-0.0504367503073607,"DE (up) in MLH1"
"EFS",NA,NA,NA,3.06174319771953,"Not DE"
"ARHGAP5",2.10549733528665e-08,0.409246651571175,0.0703715844849406,-0.164528508258312,"DE (up) in MLH1"
"CINP",0.460278227522349,-0.132536597044986,0.740773081651198,0.070383216153985,"Not DE"
"DHRS2",0.0394984571858496,-1.20428190363524,0.428125972861738,0.649385149510157,"DE (down) in MLH1"
"SRP54",2.87856285466217e-10,0.586647655285305,0.758065951661735,0.0898470900009424,"DE (up) in MLH1"
"CHD8",1.80106725415446e-06,0.419115977438201,0.582147654484444,-0.110467844747551,"DE (up) in MLH1"
"PRORP",0.0609355390307574,0.26691052203156,0.888293467363704,0.0592936610263836,"Not DE"
"DCAF11",0.883431450201591,-0.970298071531073,0.918668948607265,1.21948234676271,"Not DE"
"PSMA6",4.13839207005835e-07,0.354425712242732,0.308844793952984,-0.140659099519085,"DE (up) in MLH1"
"NFKBIA",0.177003094871428,0.183291452862585,0.839517216689944,-0.0429951910125349,"Not DE"
"BRMS1L",0.0030076043881199,0.58135824760634,0.46118752322615,0.237559302321166,"DE (up) in MLH1"
"SEC23A",1.31518721677292e-31,0.821194202363747,0.983908261388807,0.00540326717237691,"DE (up) in MLH1"
"GMPR2",0.0304204497343045,9.98638907875452,0.0886594579084773,9.78341537798371,"DE (up) in MLH1"
"PNN",9.51257622006101e-06,0.347079499151987,0.646196334644091,0.092887513994928,"DE (up) in MLH1"
"RABGGTA",0.000993988569059155,0.551886848473892,0.346019544605722,0.314037955455804,"DE (up) in MLH1"
"PLTP",0.959598779841795,-0.0584568245234042,0.969082201739922,0.103140685741389,"Not DE"
"PCIF1",4.71588912131171e-07,-0.448573308459356,0.164079424363416,-0.187018571800658,"DE (down) in MLH1"
"GSS",0.00235316142295172,0.263803942512702,0.384929310966146,0.120930366467942,"DE (up) in MLH1"
"MMP9",8.89216771138884e-21,-4.64570290086643,0.118203107463899,0.596795067128888,"DE (down) in MLH1"
"VSX1",0.57569643091036,1.50055729376592,NA,-0.814047889434528,"Not DE"
"TRPC4AP",0.847862038068074,0.0209034310347412,0.818310623411012,0.044192922978337,"Not DE"
"PYGB",6.68242890110056e-19,0.583708646528415,0.101638987061408,0.180178545618699,"DE (up) in MLH1"
"ABHD12",3.41681510054259e-15,0.947027772303772,0.00699586962608102,0.372640023824545,"DE (up) in both"
"PROCR",0.453441798303501,0.12484775380596,0.317510505934834,0.206040431074187,"Not DE"
"GINS1",0.00132557812096162,0.415710648657531,0.0358707970858664,0.300511760204401,"DE (up) in both"
"NINL",0.0271296580885816,0.769044940958917,0.962977173726076,0.0451694028670629,"DE (up) in MLH1"
"CD40",1.37382779257884e-10,0.937436896638818,0.52229258787312,-0.223808634041522,"DE (up) in MLH1"
"UQCC1",0.0326244194427435,0.173275296689678,0.350662868645268,-0.16783526522802,"DE (up) in MLH1"
"ZMYND8",0.0247144306489637,-0.195947055079437,0.634359952718128,-0.0805779273556019,"DE (down) in MLH1"
"SGK2",NA,1.77802161380187,NA,-1.07018232154415,"Not DE"
"IFT52",0.897488485587612,-0.026726605681136,0.748392868457145,-0.0909881715357634,"Not DE"
"MYBL2",6.29325702177173e-49,1.15761393798193,0.874712228473738,0.0394541742625437,"DE (up) in MLH1"
"R3HDML",NA,-1.06957409029313,NA,NA,"Not DE"
"HNF4A",0.565884126963556,0.29298946091988,0.526822578730264,0.487516254492173,"Not DE"
"NDRG3",0.550504691119257,-0.0705607731792841,0.523747325372865,-0.13025488106436,"Not DE"
"SLA2",0.837118365540008,0.360098122223576,0.744288312901887,-0.909901505540562,"Not DE"
"RAB5IF",0.258213200168979,-0.0952614793017672,0.56862022035109,-0.110891056393638,"Not DE"
"NFATC2",8.12375972699657e-31,-0.841428682818911,0.68155256743,0.0810672947535564,"DE (down) in MLH1"
"RIMS4",NA,-1.10607685769562,NA,0.986952771184844,"Not DE"
"PABPC1L",0.0810730751805739,-0.231640141771263,0.723385647815014,0.128674634500305,"Not DE"
"STK4",2.32074049236742e-14,-0.48373797747012,0.860796864511336,-0.0323965842342489,"DE (down) in MLH1"
"SALL4",0.394739215888197,1.2523479909124,0.897257363002806,0.349038715573464,"Not DE"
"ADNP",0.397310636279033,0.0915788391405351,0.850498589699631,-0.0431050744299536,"Not DE"
"PFDN4",1.34778275585793e-05,0.506538342609158,0.514219587605265,-0.165370591103194,"DE (up) in MLH1"
"DOK5",NA,NA,NA,NA,"Not DE"
"CSTF1",0.208008256934848,-0.132739285040475,0.607826145491499,-0.116238811875696,"Not DE"
"BMP7",0.14366444275733,0.383852731051551,0.408866424906557,0.398971255710368,"Not DE"
"RAE1",0.88116942445544,-0.0193789173227941,0.882500803235147,-0.03851183536308,"Not DE"
"TPD52L2",0.71931329461897,-0.036959552930549,0.683997960402593,0.0683921887498907,"Not DE"
"DNAJC5",0.542718781970061,-0.07410781469483,0.317429737909898,0.126198725660606,"Not DE"
"NELFCD",0.000244755502919493,-0.235351411868081,0.511762066719087,0.0910110956448299,"DE (down) in MLH1"
"CTSZ",2.31661646051198e-15,0.684185811600613,0.0589022211076181,-0.215015260704545,"DE (up) in MLH1"
"PRPF6",0.271008293204868,-0.110060073584017,0.375918084349778,-0.114146457346116,"Not DE"
"TUBB1",NA,0.242114126038136,NA,-2.33327711954977,"Not DE"
"PRELID3B",0.817999767494702,0.0244309488208349,0.65422916268243,-0.0832889731589349,"Not DE"
"HRH3",NA,NA,NA,NA,"Not DE"
"MTG2",0.714581344872959,-0.0609687633429206,0.966858858186527,0.0163251128704682,"Not DE"
"PSMA7",0.0115267219444071,-0.18097930668743,0.405412278493416,-0.114754006162892,"DE (down) in MLH1"
"SLCO4A1",0.0355816277968846,0.427033761723464,0.267138398961146,-0.399661707178613,"DE (up) in MLH1"
"NTSR1",0.0195826123745233,-4.15627129879918,0.924266773923881,-0.274647017562253,"DE (down) in MLH1"
"MRGBP",0.832876310137387,0.0337136910842031,0.998733099631753,0.000458718802297199,"Not DE"
"TCFL5",0.00850619458528424,-0.269028967408687,0.755220752681212,0.0736941080230687,"DE (down) in MLH1"
"DIDO1",0.414750155089146,0.0730221300542688,0.540361296643695,-0.0917503347022922,"Not DE"
"GID8",0.00529870393741088,-0.277184580171505,0.884813817820763,0.0441429606437951,"DE (down) in MLH1"
"SLC17A9",4.3094834338541e-05,0.31822977261527,0.15018290136675,0.174605074136794,"DE (up) in MLH1"
"BIRC7",NA,-2.03256055958238,NA,0.114663714820074,"Not DE"
"NKAIN4",NA,NA,NA,3.15940404261238,"Not DE"
"ARFGAP1",0.168394136899446,0.124592851156339,0.92284770262429,0.0246436248488858,"Not DE"
"AVP",NA,NA,NA,NA,"Not DE"
"COL20A1",0.588564805612169,1.13688984197405,0.874914094564907,0.570259043595478,"Not DE"
"CHRNA4",NA,NA,NA,1.10950546220796,"Not DE"
"EEF1A2",4.72703372742483e-11,2.83544254238381,0.0106652216977177,1.9107135083992,"DE (up) in both"
"PTK6",3.789032504225e-07,0.925655000850542,0.847572826740324,-0.104469858577997,"DE (up) in MLH1"
"GMEB2",0.00121027782545931,-0.387059655721674,0.279297182888179,-0.166775289269901,"DE (down) in MLH1"
"ADISSP",0.40299957345964,0.125697427645612,0.0270165805009155,0.274594350384979,"DE (up) in MSH2"
"SPEF1",0.892093824808106,-0.274211280059374,0.78199467817459,0.68419525846154,"Not DE"
"CDC25B",0.117835267886857,0.140616736393752,0.902937634024281,-0.0266478079122168,"Not DE"
"ISM1",0.272920396989708,0.314225021353812,0.718197883613495,-0.253008136023026,"Not DE"
"RNF24",0.00990776195769792,-0.258357811428557,0.19320276772356,0.177042162505879,"DE (down) in MLH1"
"ARFRP1",0.4321414335403,0.108943812117279,0.0522739958001879,0.240194162554158,"Not DE"
"NDUFAF5",1.77574873216429e-09,0.947079030101878,0.160824769979017,0.29966440002456,"DE (up) in MLH1"
"SEL1L2",NA,1.68290557785691,NA,NA,"Not DE"
"TRIB3",0.755531632838488,-0.0684427221879048,0.907114917451368,0.0468504420358879,"Not DE"
"RASSF2",3.32268782589793e-17,-1.22037916832367,0.689216386140246,-0.114193899340607,"DE (down) in MLH1"
"CSNK2A1",0.653978941505592,0.0551019331237935,0.87135851897012,0.0369105404530962,"Not DE"
"SLC52A3",1.74082317038922e-05,-4.01082753594976,0.00640365594597623,0.987557841156402,"Not DE"
"RPS10P5",NA,-1.10607685769562,NA,NA,"Not DE"
"ANGPT4",0.19552473731179,2.36565968890475,NA,0.607198506326827,"Not DE"
"RSPO4",NA,-2.62641370384114,NA,1.10950546220796,"Not DE"
"CDS2",1.06989004000998e-08,0.456616273954384,0.962977173726076,-0.0177879526690123,"DE (up) in MLH1"
"PROKR2",NA,0.568624961858395,NA,-0.128263254753836,"Not DE"
"HM13",0.213697698076885,0.115083275491565,0.500649052583669,-0.102594951388603,"Not DE"
"SNPH",1.12168030766677e-05,-0.591985048652722,0.703590499324505,-0.102766267081409,"DE (down) in MLH1"
"MYLK2",0.544622966744604,-0.408741813839765,0.80309197173739,0.289518013540189,"Not DE"
"SIRPB1",0.857503591023795,0.138404801152267,0.962376850205358,0.0901320748352316,"Not DE"
"SEC23B",0.0342376415602531,-0.17656042141946,0.73709625481307,0.0582546730500379,"DE (down) in MLH1"
"FERMT1",6.14175625749137e-40,-0.975504927813418,0.00130426488084567,-0.293473905957397,"DE (down) in both"
"HAO1",NA,-1.10607685769562,NA,2.0407809725095,"Not DE"
"PDYN",NA,NA,NA,-0.814047889434528,"Not DE"
"CCM2L",NA,-1.10607685769562,NA,NA,"Not DE"
"PLCB4",0.00477988348345803,4.07621298653243,9.05526441647947e-19,3.64035577691098,"DE (up) in both"
"MYL9",1.06654984089212e-05,0.590876149819111,0.846585709169436,0.0638964810738473,"DE (up) in MLH1"
"HCK",NA,3.0021945043213,NA,-2.34625163677329,"Not DE"
"TM9SF4",0.478448923222611,0.070184029874588,0.958136396610645,0.0128067877742659,"Not DE"
"TLDC2",NA,1.29323955910025,NA,-1.77802147183191,"Not DE"
"CRNKL1",0.0761036907252367,0.193344872724683,0.941568952931436,-0.0244912432842385,"Not DE"
"POFUT1",0.417600396099137,0.0747820417101333,0.502897714180204,0.107716926664248,"Not DE"
"SAMHD1",1.29444217247111e-12,0.432789892087308,0.993817280449561,0.00236193805245942,"DE (up) in MLH1"
"PAK5",NA,0.817476493946865,NA,-1.3261873858848,"Not DE"
"KIF3B",0.726396301514771,0.0341544429041526,0.315964009097238,-0.121227574507935,"Not DE"
"MROH8",0.673468512492315,1.31503970201452,NA,0.461276120232099,"Not DE"
"NOP56",0.342713835295056,0.0829032658135032,0.0587804081991317,0.182838726424844,"Not DE"
"MANBAL",0.141913151760433,-0.173031427774734,0.203998227033999,-0.254486186259013,"Not DE"
"IDH3B",0.105179496130861,-0.178291483240067,0.992413400781241,-0.00369665831363964,"Not DE"
"MAPRE1",0.000783139875523753,-0.186827321066858,0.104666015342014,-0.170471862836723,"DE (down) in MLH1"
"JAG1",7.08478825614648e-35,-0.787153274391989,7.62222015138059e-21,-0.813352238799274,"DE (down) in both"
"CDK5RAP1",0.971324178252234,0.00662657115772168,0.505341473655903,-0.152661673447279,"Not DE"
"SNTA1",1.68083537693858e-18,1.98352031069181,0.986960534443273,0.0231460594582763,"DE (up) in MLH1"
"OXT",NA,NA,NA,-1.77802147183191,"Not DE"
"TTI1",0.000232741496084328,0.346956378793262,0.197266904640221,0.189578259368215,"DE (up) in MLH1"
"E2F1",0.00088953306403697,0.326130763850189,0.584333890383675,-0.101176557442784,"DE (up) in MLH1"
"RPRD1B",0.647529009621242,0.0848182516626802,0.258881909671278,-0.214036504126696,"Not DE"
"PXMP4",5.28878765086313e-88,3.40220734532938,0.265112407515391,0.477684529481256,"DE (up) in MLH1"
"CHMP4B",0.000487437696584717,-0.336453389845868,0.5628697726898,-0.118846373530291,"DE (down) in MLH1"
"BPI",NA,NA,NA,NA,"Not DE"
"CST9L",NA,NA,NA,NA,"Not DE"
"SLC32A1",NA,NA,NA,NA,"Not DE"
"CST3",0.00222556215106347,0.290974917739269,0.429113012288503,0.127067113513642,"DE (up) in MLH1"
"ASIP",NA,-1.10607685769562,NA,NA,"Not DE"
"CST4",NA,-3.36104169427017,NA,-0.884043647956281,"Not DE"
"ACTR5",0.193571802300348,-0.195388529599572,0.778196143317664,0.0917044813336429,"Not DE"
"WFDC2",NA,-1.31889894942618,0.965271063147771,-0.247806216855458,"Not DE"
"AHCY",0.00663115753298892,-0.180490920052936,0.129854998805296,0.172794494475549,"DE (down) in MLH1"
"PPP1R16B",NA,-3.36482380039134,NA,0.140996571313294,"Not DE"
"SPINT3",NA,NA,NA,NA,"Not DE"
"FAM83D",1.00277059198334e-17,0.599929165953405,0.895401237626624,-0.0365436025991781,"DE (up) in MLH1"
"EPPIN",0.464850052735081,0.596472729055942,0.513712606447456,0.716265819516028,"Not DE"
"DHX35",0.00215670642094812,-0.35328156893018,0.989545018968211,0.00469077501305689,"DE (down) in MLH1"
"DNTTIP1",0.713957562927297,0.0615526208617924,3.03257768993505e-05,-0.605567948161118,"DE (down) in MSH2"
"MAP1LC3A",0.00241781681835862,1.55474467383183,0.892923871319633,-0.376843766997608,"DE (up) in MLH1"
"SYNDIG1",NA,NA,NA,NA,"Not DE"
"PIGU",0.000688909940157708,-0.374228523670871,0.983052688597264,0.00767146455994254,"DE (down) in MLH1"
"TNNC2",NA,NA,NA,0.102949416603044,"Not DE"
"ACOT8",0.775358547352273,-0.0658494961728369,0.1373647042389,-0.36660643018945,"Not DE"
"APMAP",3.30866762813825e-12,0.565028223276778,8.41038898510399e-06,0.370743046813738,"DE (up) in both"
"CELF4",0.525859102880732,-1.21773539365192,0.9504071023138,-0.290969610186029,"Not DE"
"ZNF516",3.75334553456517e-08,-1.14738352452394,0.343083015735531,-0.291117130085173,"DE (down) in MLH1"
"CDH20",NA,NA,NA,-0.814047889434527,"Not DE"
"ADNP2",8.77570486315335e-07,-0.446410674309148,0.927365816235747,0.0247142734199312,"DE (down) in MLH1"
"RBFA",1.09349557994732e-07,-0.671045034445573,0.618336277157301,0.138222842750311,"DE (down) in MLH1"
"USP14",1.01010439538555e-07,-0.37004801537887,0.733801900275368,0.065163165223555,"DE (down) in MLH1"
"VAPA",6.72279232381938e-08,-0.372112439255342,0.765564645634721,-0.0566195708037045,"DE (down) in MLH1"
"METTL4",0.521237351774624,-0.10696458929746,0.288455769116124,-0.231412295372133,"Not DE"
"LPIN2",0.781892506798387,0.0623991632628337,0.0770903724323426,0.245514811749752,"Not DE"
"SMCHD1",0.000148851029910667,-0.437011117290051,0.837058045472719,0.0414686284784584,"DE (down) in MLH1"
"MYOM1",0.992512084963217,-0.0219868452567762,NA,-0.39292670387298,"Not DE"
"MYL12A",1.87698354218781e-21,-0.688010622801812,0.000295598488524024,-0.410342850180112,"DE (down) in both"
"CEP76",9.36609228734884e-06,-0.824414479093179,0.847572826740324,-0.0668818674085852,"DE (down) in MLH1"
"ST8SIA5",0.0815425632073201,-0.897167265380675,0.218230618550433,-1.40170305062484,"Not DE"
"CEP192",1.20175681408393e-05,-0.409141331260217,0.950581928915045,0.0204536404936439,"DE (down) in MLH1"
"RNMT",1.13885402154365e-37,-0.94119561007876,0.317738002701311,0.129435485867286,"DE (down) in MLH1"
"SMAD7",4.7295324884613e-18,-1.55331698557596,0.173623636373597,-0.382614383486612,"DE (down) in MLH1"
"LIPG",2.21766830676772e-07,1.07358924137261,0.134983329843049,0.597726910536859,"DE (up) in MLH1"
"LAMA1",2.22155705475423e-08,-0.997819254943493,0.00068710824992498,0.558116530453297,"Not DE"
"RNF125",0.0992605184635296,-0.3751034452,0.000386303706577765,0.696889958467068,"DE (up) in MSH2"
"ANKRD12",0.104646824102347,-0.218657641830286,0.484049808696081,0.152199572105061,"Not DE"
"NOL4",0.0002998423653122,-5.81681967003671,0.287268232709247,-1.73484566638625,"DE (down) in MLH1"
"POLI",2.61117711720787e-05,-0.971205954586423,0.569572389644787,-0.188877664116514,"DE (down) in MLH1"
"MIB1",9.27857027933993e-14,-0.485752379564562,0.854811083266761,0.0422936679236161,"DE (down) in MLH1"
"RBBP8",7.29711311989851e-08,-0.393301198939496,0.87135851897012,0.0379517375884846,"DE (down) in MLH1"
"RIOK3",0.00687311559197491,-0.319647980519541,0.044995781975924,-0.228651724622907,"DE (down) in both"
"CSTF2",0.00011132743785447,-0.402649778934071,0.456121778617081,-0.143534321057635,"DE (down) in MLH1"
"H2BW2",0.819932489592911,0.306945367994814,0.695002566435456,0.848520588253243,"Not DE"
"MXRA5",NA,0.817476493946865,NA,NA,"Not DE"
"VSIG1",0.202811086505703,0.365023405823361,0.426315918232192,0.478001140018371,"Not DE"
"PSMD10",0.0983884125551897,-0.229160014472065,0.833566644138223,0.0685432196955737,"Not DE"
"ATG4A",0.758501601125557,0.0969738539561365,0.905712851101097,0.0675994226514588,"Not DE"
"STS",0.730802062221134,-0.0608250007711003,0.995346835676298,0.00307932453755426,"Not DE"
"TBL1X",0.00369314148706206,-0.334316040984718,0.762826254657362,-0.0640273084164758,"DE (down) in MLH1"
"GPR143",0.235249322516817,-2.95350743888805,NA,-1.42194772769715,"Not DE"
"PGRMC1",0.0217435762685902,-0.215676813227045,0.3602055344383,-0.140326793121882,"DE (down) in MLH1"
"POLA1",4.54796233899267e-06,0.404817579064323,0.164108576749103,0.217916924242434,"DE (up) in MLH1"
"MID1",1.35736223861512e-19,0.745458239880293,0.808563062724148,0.0668608399940905,"DE (up) in MLH1"
"NKAP",0.0138997968697103,0.374568852053484,0.19787615920634,0.386694876035397,"DE (up) in MLH1"
"RHOXF1",NA,NA,NA,NA,"Not DE"
"NXT2",0.00344174925080702,-0.537539718120422,0.729313890148996,-0.131033020640448,"DE (down) in MLH1"
"GUCY2F",NA,0.817476493946865,NA,-2.20251593538045,"Not DE"
"ATP1B4",0.861543983133119,0.156522120934822,0.772523775287067,0.468726247227373,"Not DE"
"ALG13",0.0104223991945963,0.347157929173007,0.518375444485183,-0.195693035728137,"DE (up) in MLH1"
"PRPS2",0.142320639107423,-0.165645913705704,0.606996139734085,0.0957784369784777,"Not DE"
"TLR8",NA,NA,NA,1.10950546220796,"Not DE"
"MOSPD1",0.0529649807605114,-0.355338461558021,0.793570547149814,-0.12142376058952,"Not DE"
"AMMECR1",0.0579923455097698,-0.239580680369435,0.933277726299083,-0.0326160119661466,"Not DE"
"CHRDL1",1.55765312355509e-06,-0.646221936266762,3.24317663559553e-08,0.716817509906444,"Not DE"
"WDR13",0.856408115096752,0.0497910280617191,0.85658189226435,0.0705556118622205,"Not DE"
"SUV39H1",0.214800661114377,0.166572755248097,0.395450065419411,0.152419719816696,"Not DE"
"PAGE4",NA,NA,NA,NA,"Not DE"
"SRPX",2.55538545626753e-06,-0.71301081356515,0.654300920815592,-0.143934225864257,"DE (down) in MLH1"
"GLRA2",NA,1.46609898523062,NA,1.10950546220796,"Not DE"
"XIAP",0.463956899213565,0.3219822192052,0.918202554383362,0.0465543611988412,"Not DE"
"STAG2",0.777777124843114,-0.0347734495841291,0.942585286005887,0.0206685818421186,"Not DE"
"ATP11C",0.825234745360776,0.042470238205817,0.0795768659139997,0.236424671795103,"Not DE"
"MCF2",NA,1.45698355067589,NA,3.51477323370156,"Not DE"
"F9",NA,NA,NA,-0.814047889434527,"Not DE"
"ABCD1",0.941502909583944,0.0297017256890239,0.912592560768974,0.0952099084019737,"Not DE"
"CCDC22",0.57681427488012,-0.143906888908747,0.765744555595573,-0.126487632606216,"Not DE"
"CACNA1F",NA,0.817476493946864,NA,-2.25252006693002,"Not DE"
"SYP",0.601386722425264,0.326600679753932,0.75781414111021,0.331186723871326,"Not DE"
"PLP2",1.4393462907818e-06,0.383483824617728,0.41515120193086,-0.105033556546861,"DE (up) in MLH1"
"BMX",NA,NA,NA,NA,"Not DE"
"LUZP4",NA,NA,NA,NA,"Not DE"
"PLS3",7.20987063358862e-30,-0.64026727808821,0.508461619589686,0.0896593211585728,"DE (down) in MLH1"
"NAA10",0.767603931748507,0.0615420848851706,0.816314171393481,0.0714296547252612,"Not DE"
"RENBP",0.659857178970028,0.503531954734814,0.592905797556384,0.965578484793505,"Not DE"
"ELF4",3.99042116562278e-07,0.458184982000976,0.672711681971851,0.0940190935173219,"DE (up) in MLH1"
"SMARCA1",9.62748338564747e-35,-1.01926386681346,0.932165653311529,-0.0205528009124089,"DE (down) in MLH1"
"MTMR8",0.376426814266842,-0.56988404084988,0.123369384216944,-0.857421216007467,"Not DE"
"ASB9",0.388412669052927,-0.428321508342489,0.717124704121986,0.25592435954461,"Not DE"
"ZC3H12B",0.778583823328326,-0.679449110919675,NA,-3.65741130843707,"Not DE"
"RBBP7",0.97449240677714,0.00384846370854247,0.941568952931436,-0.0195795442612049,"Not DE"
"PPP1R2C",NA,NA,NA,NA,"Not DE"
"KCND1",0.205697043999541,-0.690763587783715,0.726197003675691,0.345707710520408,"Not DE"
"OPN1LW",NA,0.817476493946865,NA,NA,"Not DE"
"SLC25A14",0.608306204023178,0.203495935522812,0.977991157532143,0.0275352783773384,"Not DE"
"FMR1",0.7477435551904,-0.0463683807346951,0.534396862571078,-0.136129278791791,"Not DE"
"PIM2",6.56514723470292e-06,0.798752604882888,0.452559799873761,0.250028369907869,"DE (up) in MLH1"
"SCML2",0.473236785167943,-0.137500568946482,0.993347098417313,0.00502901684670413,"Not DE"
"SLC35A2",0.729720543697035,-0.0647271843897761,0.735687429622018,0.0904300976524383,"Not DE"
"PQBP1",0.883946735533218,0.0442367393733706,0.950581928915045,-0.0346419800923124,"Not DE"
"RS1",NA,NA,NA,1.10950546220796,"Not DE"
"PCSK1N",3.13158196583781e-09,-7.52956723841191,1.60023701573593e-14,-2.6367755628122,"DE (down) in both"
"EMD",0.101486869068522,0.225117583351276,0.814019227564861,-0.0743638034529212,"Not DE"
"TAFAZZIN",0.230070050815898,-0.246048869197738,0.937950837481046,-0.0411582849356305,"Not DE"
"RAB40AL",0.585781803734827,0.634757205150388,0.681057482613585,1.00152552007091,"Not DE"
"PGK1",0.773322843240795,0.0380227168031398,1.08133576950795e-05,0.429261873631607,"DE (up) in MSH2"
"GATA1",NA,NA,NA,NA,"Not DE"
"MAGT1",0.608229903676571,-0.0673474494723816,0.0858521518270373,0.189876804689535,"Not DE"
"SMS",0.945088858285961,0.00818692891933846,0.470529704317016,0.105406142886304,"Not DE"
"PHEX",0.999527505453118,0.000428272597750856,0.138961126847055,-1.2841528091707,"Not DE"
"UBL4A",0.0374320057131128,0.216140329496757,0.245513961918056,0.197355049116473,"DE (up) in MLH1"
"CD99L2",1.18851984090451e-22,0.933675789528624,0.983052688597264,-0.00864850023298087,"DE (up) in MLH1"
"EEA1",1.19274527460458e-36,-1.03222789474603,0.92119477440584,-0.0298344677129056,"DE (down) in MLH1"
"GPR50",NA,-0.571924873004405,NA,-3.08285457190731,"Not DE"
"RP2",0.247288448518672,0.140581360103173,0.115421289969591,-0.247640051089021,"Not DE"
"JADE3",0.998371206668007,-0.000511352779833839,0.601483667583054,0.242920790976934,"Not DE"
"CDK16",0.11730088119544,0.16693403135529,0.284876062134497,0.210908512583179,"Not DE"
"USP11",0.0694547948107254,-0.217295289209056,0.104724283057211,-0.195061005148587,"Not DE"
"PCYT1B",0.548278608844822,0.768282325700229,0.771958192415435,-0.657984881601236,"Not DE"
"BRS3",NA,NA,NA,NA,"Not DE"
"HTATSF1",0.974598786609009,0.00773214787789235,0.596828582762981,-0.151563233319028,"Not DE"
"VGLL1",NA,NA,NA,NA,"Not DE"
"CD40LG",NA,-0.590299980960608,NA,1.10950546220796,"Not DE"
"TIMP1",0.783951722996859,-0.0459527819715841,0.874969418894488,-0.0471099654390131,"Not DE"
"KLHL4",0.0115715506632333,0.407348791001219,0.0308318432004599,-0.523849529506381,"Not DE"
"GABRE",1.63559129744624e-14,2.65653179396907,0.00352340575470041,1.38572796839857,"DE (up) in both"
"PCDH11X",0.773441251929269,0.183626324449832,0.866619968723956,0.205150504427626,"Not DE"
"FGD1",0.583842899245433,-0.109421607849365,0.434422977572603,0.194174578603016,"Not DE"
"PIN4",0.481685068526943,-0.32630065061405,0.958136396610645,-0.0556062919656336,"Not DE"
"PORCN",4.83318811930451e-05,-0.696591410322483,0.493697504233821,-0.220649880368009,"DE (down) in MLH1"
"ITIH6",NA,-1.10607685769562,NA,-1.70123013427065,"Not DE"
"MAGED2",0.661622645632833,0.082759989889005,0.526822578730264,-0.146529392121288,"Not DE"
"RBM3",1.74311422308986e-07,0.360059793430042,0.77667115283826,0.0534268073972115,"DE (up) in MLH1"
"KLF8",6.07731345056297e-08,-2.00454330888376,7.46277921238428e-10,-1.81845683058711,"DE (down) in both"
"SRPX2",0.580370582835897,-0.139185651811488,0.226348633679744,0.299143967921888,"Not DE"
"SYTL4",0.885334788470437,0.101313919223675,0.937013319512317,-0.12769670903339,"Not DE"
"ZDHHC15",0.976937949510236,0.0199607391794113,0.902862240609723,0.173587321107079,"Not DE"
"CENPI",1.0535825629594e-07,0.529222870502313,0.7620636007693,0.0754938770119589,"DE (up) in MLH1"
"DRP2",0.264085202358713,0.58569052378353,0.593889831007885,0.43370388513464,"Not DE"
"TAF7L",NA,0.379493983873236,NA,0.662747399950631,"Not DE"
"PBDC1",0.0043251497866063,-0.404883540569351,0.975367344428883,-0.0133430940953897,"DE (down) in MLH1"
"GLA",0.00428407336834627,0.339809944309222,0.643227131865403,0.116746358414599,"DE (up) in MLH1"
"ARMCX3",0.707114932520063,-0.0780001872240288,0.983845309020671,0.00858107448557595,"Not DE"
"BEX4",NA,NA,NA,-1.73122841309923,"Not DE"
"RUBCNL",0.535628125638501,-0.863446921815032,0.951217146112135,-0.197892964431812,"Not DE"
"NALCN",1.3784818671903e-07,1.366705180238,0.842907324142033,-0.173149052304771,"DE (up) in MLH1"
"FGF14",NA,NA,NA,NA,"Not DE"
"HTR2A",NA,NA,NA,3.48297687263389,"Not DE"
"NDFIP2",0.478448923222611,-0.120373275379235,0.477454552183218,-0.15497421237413,"Not DE"
"TNFSF13B",0.280753243500296,1.29531505664334,0.351530112082351,1.68757028215239,"Not DE"
"FNDC3A",9.27423080153253e-05,-0.363773668925814,0.372418248947438,-0.112237046451838,"DE (down) in MLH1"
"MLNR",NA,0.980190399519534,NA,NA,"Not DE"
"CDADC1",0.17656552542357,0.413424939991834,0.556148081349208,-0.324471452910864,"Not DE"
"CAB39L",0.00973670877323,-0.456013154631736,0.0335603927290771,-0.488072659146145,"DE (down) in both"
"KLF5",0.00175910876082912,-0.316843361339412,0.835535429624063,-0.050736809481738,"DE (down) in MLH1"
"STK24",0.319103123158982,0.0811125842069899,0.00437103319310034,-0.270690871456737,"DE (down) in MSH2"
"ACP5",NA,-1.10607685769562,NA,NA,"Not DE"
"DNAJC3",2.24808073727286e-07,-0.369177996921524,0.136564383846864,-0.162628005255813,"DE (down) in MLH1"
"UGGT2",0.294713131705281,-0.201951690136709,0.725986281196546,-0.163471182456588,"Not DE"
"ARHGEF7",0.663296411725056,-0.0574574158025071,0.612793745919956,-0.092899488647322,"Not DE"
