"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"REX1BD",616.23249204949,-0.650644754040921,0.169564111707372,-3.83716074993381,0.000124465003231969,0.000544689350548272
"CRLF1",4.30139611391868,-5.08151613385999,1.63317157643329,-3.11144046785188,0.00186177008930205,0.00645759015580887
"OSBPL7",392.703526227027,-0.486481820889499,0.181285502301047,-2.68351200021298,0.00728533606000739,0.0217791769441452
"TMEM98",348.545987197483,-1.05671908208787,0.15465592675313,-6.83270990173341,8.33253533096003e-12,8.51915697740678e-11
"KRT33A",0,NA,NA,NA,NA,NA
"MAP3K14",823.254204114221,0.21506355361737,0.102854221399268,2.0909550496962,0.0365320936024681,0.0880608345992835
"ABCC8",17.6664819633216,0.964171051958319,0.759984727937289,1.26867161472471,0.20455821040931,0.350264083003081
"CACNG3",0,NA,NA,NA,NA,NA
"TMEM132A",4090.52154590506,-0.934005226880186,0.104239571381661,-8.96017908074889,3.24151527887541e-19,5.76032669628264e-18
"AP2B1",27883.7472825968,-0.129196314312008,0.0535058706204585,-2.41461942052034,0.0157516584600508,0.042820633787377
"TAC1",0,NA,NA,NA,NA,NA
"ZNF263",455.204456123235,0.214110878513253,0.178561362879639,1.19908850974427,0.230493531457899,0.382612217830644
"CX3CL1",9.86156144094434,0.840882097261012,0.849397317869687,0.989974985287178,0.322186345881945,0.489278927579295
"SPATA20",911.191101922082,0.590661862284532,0.0989985668598405,5.96636780733175,2.42593105178324e-09,1.99792587793301e-08
"CACNA1G",3.93927592701939,1.63115539370348,1.72502720638562,0.945582416129638,0.344361616344784,0.513242487047116
"TNFRSF12A",3501.81167717228,-0.219181895673462,0.0956656056363057,-2.2911253654394,0.0219561639800251,0.057116575184864
"DLX6",0.315688832910767,1.70783757316628,4.03826516005119,0.422913678393677,0.672358242640118,NA
"MAP3K9",2091.401878249,-0.157171382671342,0.0722932584609194,-2.17408076516991,0.0296990702364749,0.0739112375256366
"RALA",1964.79401143089,-0.413391575585262,0.0838649723235878,-4.92925191688153,8.25450801796458e-07,5.02678372888869e-06
"BAIAP2L1",387.236410012641,0.479952216963101,0.165215295408972,2.9050107968214,0.00367240431923168,0.0118470091612512
"KDM7A",239.337993540165,-0.712726959648407,0.225222872337877,-3.16454076022608,0.00155327903932071,0.00549052275061574
"ETV1",1234.0715065864,1.30320575043999,0.098392890248244,13.2449178711187,4.82809716657965e-40,2.40379058647698e-38
"AGK",1159.55942386752,-0.202375459594946,0.140201721742626,-1.44345916069744,0.148891168927173,0.27371990521915
"ALDH3B1",241.57767587208,1.60561053669871,0.187364391023526,8.56945403514323,1.03976812516213e-17,1.67343633697109e-16
"TTC22",2.39138886912028,2.52371825566075,1.94077451221599,1.3003665494242,0.193475368984066,0.336708155649938
"PHTF2",2018.78578060016,0.94856078415047,0.0760014220631214,12.4808294160952,9.49919398365573e-36,3.91897498269365e-34
"CCL26",6.14134546683535,3.45452087850947,1.35809218314343,2.54365714005781,0.0109698702162124,0.0313641563445473
"FARP2",1678.40990746667,0.262998482201061,0.101126921225281,2.60067723821215,0.0093039944253516,0.0270786586151131
"USH1C",0.154723207781945,0.817476493946865,4.0804728567969,0.200338667266266,0.841215723376499,NA
"GGCT",563.114878788768,-0.212216396607542,0.131346580872405,-1.61569791309373,0.106159642419689,0.209525391959399
"DBF4",1756.16934696051,0.346992959802605,0.119599420059546,2.90129299648649,0.00371626222187391,0.0119775001924508
"TBXA2R",347.576904439337,0.712528293322027,0.169951016868241,4.19255092703818,2.75835133558948e-05,0.000135224615684756
"IFRD1",3022.77164549415,0.100250213811432,0.0718947312769711,1.39440278906144,0.163196006356576,0.295596187953913
"LGALS14",0.309446415563891,1.68290557785691,4.04051270251969,0.41650792900798,0.677038366559341,NA
"COX10",1369.9526334817,-0.207719068102944,0.107512110610259,-1.93205274200172,0.0533529964096036,0.120648341726555
"GTF2IRD1",770.839356981596,0.939801142279981,0.14135716922945,6.64841512745989,2.96265733868975e-11,2.8799061243071e-10
"PAF1",1376.16829688691,0.221377438971692,0.141104825339528,1.56888638243952,0.116674415458026,0.225608191404425
"VPS41",1310.64715103873,0.00142073195917751,0.102912809753334,0.0138052003689608,0.988985393635071,0.993507761825457
"ARHGAP44",16.4480090732033,-1.26131684502105,0.712590331055704,-1.77004484912447,0.0767196697693444,0.162569109741527
"ELAC2",6006.1695679834,0.119650168922262,0.0809096346498334,1.47881237432468,0.139190467683859,0.259716792604717
"SCIN",40.7347603104044,1.00587824879381,0.526606178336781,1.91011478819096,0.0561184353483853,0.125656962829389
"ARSD",59.894752260318,0.444643295957385,0.379171776578914,1.17266981200233,0.240928241754907,0.394995868941197
"PNPLA4",100.525183416028,-0.600882968558592,0.277342680778192,-2.16657229558964,0.0302674817650516,0.0750918961068299
"MYH13",0.541665876956342,-2.62641370384114,3.99224547297695,-0.657878810714178,0.510616007338906,NA
"CDKL3",71.0197102643298,-0.877025574784667,0.397967829932276,-2.20375997460376,0.0275412288207591,0.0694159037035481
"UPP2",0,NA,NA,NA,NA,NA
"MARK4",568.974534457475,-0.767867285481814,0.131659300368225,-5.83222972729038,5.46915485970079e-09,4.314200927255e-08
"PROM1",2.77670468857154,-1.63530055651229,1.87016592642823,-0.874414688773367,0.381892460943103,0.552005026085219
"CCDC124",1457.0476425388,-0.83606743675314,0.0939759130231942,-8.89661414140015,5.75762452356038e-19,1.00486843099875e-17
"CEACAM21",0,NA,NA,NA,NA,NA
"PAFAH1B1",8593.05587435267,0.0294617828851738,0.0657199400897721,0.448292905394156,0.653941820151405,0.787733206933581
"NOS2",0.154723207781945,0.817476493946865,4.0804728567969,0.200338667266266,0.841215723376499,NA
"DNAH9",5.00747860231026,-0.480409449482652,1.11408026485297,-0.431216192081146,0.666311181497648,0.797006670851505
"BLTP2",22665.8640299571,-0.0484038089059391,0.0535683188570075,-0.903590217851445,0.366212730212306,0.535850127432882
"SLC13A2",0.180555292318781,-1.10607685769562,4.0804728567969,-0.271065853520681,0.78634038363246,NA
"GAS7",10.044631046228,0.179135985033388,0.977471210095488,0.183264717347418,0.854590316991813,0.919942981596091
"TRAPPC6A",2.56985356818922,-0.733949742536606,1.97271065214322,-0.372051391185636,0.709854586717724,0.827575082027463
"MATK",1.54081623869075,-1.28984151981103,2.40528926138225,-0.536252142526006,0.591784301054885,NA
"CEACAM7",0.160027815272566,0.817476493946864,4.0804728567969,0.200338667266266,0.841215723376499,NA
"CD79B",4.29228842085159,3.84029215394643,2.36015768091974,1.62713372288325,0.103708700180493,0.205929319361899
"SCN4A",0.818995417175044,0.419753167206945,2.90469725181016,0.144508405117043,0.88509901979264,NA
"ST7L",662.741680759585,0.162147750274861,0.119139365849555,1.36099222216455,0.17351614741378,0.309881748887023
"TKTL1",0.169118684444047,-1.10607685769562,4.0804728567969,-0.271065853520681,0.78634038363246,NA
"PAX6",4.30269785336299,-1.57807529676904,1.47262842720887,-1.07160453214938,0.283897696844941,0.447288392832795
"RPUSD1",1501.99661891694,-0.147661907580907,0.0988926055334664,-1.49315418260404,0.135396832248807,0.254067833309074
"RHBDF1",671.159157447835,0.365941320593778,0.108560887847291,3.37083942338915,0.000749395251316512,0.00282934941823581
"LUC7L",1540.58092277234,0.0990630327278317,0.104666740595131,0.946461427618395,0.343913287104658,0.512835230007157
"CACNA2D2",0.60480043448022,2.64848620881349,3.53156968299241,0.749945901271116,0.453287287719325,NA
"BAIAP3",109.516514464077,2.16072308126753,0.410171161552143,5.26785713820315,1.38025453780156e-07,9.32640273043538e-07
"TSR3",725.182210922037,-0.0651265166140919,0.148385730641676,-0.438900130979308,0.660733901823273,0.792817527448899
"PIGQ",1088.58641932268,0.536207109972414,0.0984227442686769,5.44799999183788,5.09393606970553e-08,3.6026529748521e-07
"CRAMP1",1579.37431918038,0.0269332855552916,0.085160069291001,0.316266599822244,0.75180016048416,0.856145131893287
"TEAD3",1088.54442277904,-0.35129191149188,0.0950467346415928,-3.69599137536445,0.00021903040792427,0.000914143770902172
"SELE",0,NA,NA,NA,NA,NA
"DNAJC11",2370.25654038221,-0.0818410799568663,0.0773512906809918,-1.0580441416859,0.290035318508752,0.454269191159072
"FMO3",9.7228463632042,0.493540624006561,0.882841184514593,0.559036701802626,0.576136672438955,0.728303389060967
"MYLIP",328.294449960254,0.470045179136746,0.156424282760626,3.00493741023605,0.00265635505634575,0.00891113573492584
"NOX1",0.169118684444048,-1.10607685769562,4.0804728567969,-0.271065853520681,0.78634038363246,NA
"PSMB1",2594.23016116445,-0.197916383283059,0.087497287654974,-2.26197164034956,0.0236991555216419,0.060973892298764
"SYN1",0.730497555390771,-3.00795940165838,3.80428433388856,-0.790676810054254,0.429132611820259,NA
"JARID2",1783.34014883326,-0.373717520495385,0.0845621431099851,-4.41944239763782,9.89558920892932e-06,5.19614521502637e-05
"CDKL5",743.997666162019,-0.106683463886037,0.156406264294052,-0.682092014457085,0.49518076973792,0.658554826193261
"CAMK1G",1.20223494160939,-1.42810062159496,2.52232795900336,-0.566183559317654,0.571269004961408,NA
"CDK11A",737.083744918676,0.00303236128207805,0.112492722052908,0.0269560663724703,0.978494775241467,0.987484678430593
"NADK",2120.51220683922,0.153148384721779,0.080609142426152,1.89988852520149,0.0574477502007735,0.128026092964157
"TFAP2B",2.15984660162148,-4.57356910465752,2.28082222255959,-2.00522822840833,0.0449386535957547,0.104525785725965
"TFAP2D",0.169118684444047,-1.10607685769562,4.0804728567969,-0.271065853520681,0.78634038363246,NA
"DLEC1",3.61495729488884,1.8232930405161,1.76054804561055,1.03563946752944,0.300370372065728,0.466302383981554
"CYTH3",1489.42811123565,-0.460606821887405,0.0931941519475143,-4.94244340725169,7.71495040633102e-07,4.72110910136726e-06
"ADAM22",184.280896591362,0.0791850425951888,0.251870165119342,0.314388337966385,0.753226112416073,0.857060568236655
"SYPL1",3285.66334111874,0.249155700818107,0.0696730447371256,3.57607022569725,0.000348797990596575,0.00140825285658967
"CYB561",1084.56210571838,0.123676399063514,0.114039855827759,1.08450153821932,0.278142485328929,0.439916682834407
"SPAG9",5149.21008662928,0.0757501926737412,0.0818973846150442,0.92494031439224,0.354996954833977,0.524600309527214
"CELSR3",478.445848378636,0.185289221859385,0.175142989638826,1.0579311352483,0.290086839252241,0.454270355507274
"AASS",2036.39576707896,-0.269186475572876,0.0847163760227389,-3.17750225175618,0.00148549536403319,0.00527745725144196
"PLEKHG6",0.866767107266131,-0.810726218248883,3.22220167054235,-0.251606293194065,0.801345393824154,NA
"SS18L2",521.931641572345,0.0472771909050914,0.123635493766782,0.382391734482591,0.702170820331217,0.822442161052312
"MPND",117.671480795642,0.44360589079244,0.320388175660196,1.38458883471071,0.166178227469728,0.29970060008009
"MGST1",2827.67591541966,-0.0687678401354729,0.0718760602862451,-0.956755835831934,0.338690508331543,0.507338403102314
"CRY1",2462.31636724379,-0.945469179203675,0.0783155085211594,-12.0725664310566,1.47462487919442e-33,5.58545953703489e-32
"PGLYRP1",0,NA,NA,NA,NA,NA
"NFIX",2817.72440646077,-1.71301331584553,0.102110488464548,-16.7760760094717,3.6518371531312e-63,4.08796420167394e-61
"ST3GAL1",4301.38184710017,-1.02543529736095,0.078696533311927,-13.0302473845508,8.23402556947915e-39,3.86933153432075e-37
"MMP25",3.07008566044123,-1.75018170714288,1.87514339148984,-0.933358864759841,0.350634711671382,0.520121966376143
"IL32",296.224297738403,-1.41486161762867,0.178759380075742,-7.91489440738261,2.47463026896735e-15,3.36102217751941e-14
"PKD1",3774.38230495076,0.252336880299613,0.0733410458012068,3.44059561113404,0.000580435322424679,0.00224546572564687
"MAPK8IP2",12.6080055237293,1.25144708514489,0.818025290917286,1.52983911260444,0.126056557575396,0.240104475927993
"MED24",3408.85517469503,0.0405012837815165,0.0717461374946611,0.564508211811825,0.572408313111791,0.725006159663255
"RHOBTB2",962.538433400019,-0.451643120920639,0.171809694756838,-2.62874060488757,0.0085701704993776,0.025195842510298
"HEATR5B",1547.74236663426,-0.546462563257807,0.134179111237308,-4.07263513835129,4.64842130660389e-05,0.000219024140652985
"SEC62",3472.20251234845,0.206215842194537,0.129074648494199,1.59764790840243,0.110121357917879,0.215569488238665
"RPS20",7172.1471494975,-0.102942110835274,0.0779523146842025,-1.32057798735431,0.186642116595272,0.327107618584155
"CSDE1",25589.7727949768,-0.18346276001648,0.0571517933275318,-3.21009629505537,0.00132690512228191,0.00475939158217612
"UBE3C",8446.51610424933,0.321268218827643,0.0664322074002134,4.83603106686187,1.32457228916953e-06,7.84542256215325e-06
"REV3L",1885.76403559046,0.262764110230842,0.122649076712552,2.14240593793195,0.0321608304871572,0.0791966646786867
"TENM1",10.1458441391396,-2.26776031995308,0.885999997268085,-2.55954890174442,0.0104808109080394,0.0301424074143007
"PAX7",0.490139628057235,0.723049466781806,4.04043007670896,0.178953589854165,0.857974143272241,NA
"MASP2",3.71104070922685,-0.711447759707115,1.29128897054602,-0.550959371554364,0.581661526092428,0.731970594377376
"IYD",28.4784579338094,-0.442464866157315,0.513349611103444,-0.86191721311766,0.388733076092636,0.558853481581028
"FAM76A",374.953571218091,-0.432961630353961,0.222772839887293,-1.94351174305184,0.0519543579288197,0.117894967791464
"TRAF3IP3",0.539027476178529,-1.21703748239371,4.0290434570156,-0.302066109581056,0.76260166702419,NA
"POMT2",1304.85890031057,-0.25097937318534,0.0938089368465024,-2.67543137810007,0.00746331501913033,0.0222544556262666
"VTA1",1883.38641959474,-0.21525442083671,0.0958903281988329,-2.24479804042771,0.0247811006368071,0.0633587203508706
"MLXIPL",69.5044279207921,0.4547535748063,0.358432536086336,1.26872850264007,0.204537913032373,0.350264083003081
"BAZ1B",4342.04703876869,1.2918875196137,0.065801779197731,19.633018063716,8.0771334362524e-86,1.43389515295087e-83
"RANBP9",2493.66651898581,-0.0651783963894027,0.0905054210664722,-0.720160136502012,0.471426404794722,0.637528398296957
"ETV7",4.54915825771086,-1.88927765157926,1.24418518214896,-1.51848589638088,0.128891952283919,0.244551016019634
"SPRTN",1122.63719919644,0.40820879653378,0.100016299309408,4.08142272162016,4.47608606447822e-05,0.000211584756813353
"METTL13",2513.15608488122,-0.251366730292305,0.0961064877756663,-2.61550220084049,0.00890963470463079,0.0260717332557253
"DYRK4",292.473124812225,-0.205274992151358,0.1904194360776,-1.07801491475746,0.281027100193368,0.443760223351162
"ZNF207",8099.68129966508,-0.0546252107788804,0.0849423873248439,-0.643085419414668,0.520168674919975,0.680560147526134
"UQCRC1",3378.81119591206,-0.0528208474976817,0.117632248373845,-0.449033732058004,0.653407323257996,0.787402552464482
"STARD3NL",1431.51021105596,-0.0934852541389738,0.0902935222624271,-1.03534840370132,0.300506232397528,0.46643089590979
"CD9",3023.4991913656,0.522786073679871,0.067897729381364,7.69961055315291,1.36481547767092e-14,1.75855073460898e-13
"HHATL",1.20225885130376,3.63440527692956,2.70446615616502,1.34385311816333,0.178995888711259,NA
"NCAPD2",12978.8437456583,0.191963296818669,0.0631797481022048,3.03836755582079,0.00237863637527541,0.00807661018073131
"IFFO1",103.570075730787,-0.866607619770077,0.277241013001008,-3.12582763419252,0.00177305441435277,0.0061840506712145
